Trd, 000003.338, 62.0
Trd, 000003.388, 76
Trd, 000004.163, 57.0
Trd, 000004.638, 83.0
Trd, 000005.775, 91.0
Trd, 000008.988, 88.0
Trd, 000014.037, 98.0
Trd, 000014.287, 106.0
Trd, 000015.475, 110
Trd, 000017.875, 107.0
Trd, 000017.937, 106.0
Trd, 000020.475, 88.0
Trd, 000025.100, 108
Trd, 000025.875, 109
Trd, 000026.525, 103.0
Trd, 000027.550, 104
Trd, 000027.612, 105
Trd, 000029.425, 110.0
Trd, 000031.562, 107
Trd, 000032.775, 111
Trd, 000032.900, 110.0
Trd, 000033.025, 114.0
Trd, 000034.500, 115.0
Trd, 000035.262, 115.0
Trd, 000036.725, 113
Trd, 000041.950, 112
Trd, 000044.375, 113
Trd, 000045.088, 109
Trd, 000047.063, 109
Trd, 000047.388, 108
Trd, 000048.463, 107
Trd, 000051.988, 107
Trd, 000053.038, 106
Trd, 000054.525, 103.0
Trd, 000058.275, 104
Trd, 000058.350, 103
Trd, 000059.313, 103
Trd, 000059.700, 102
Trd, 000059.975, 101.0
Trd, 000064.800, 102
Trd, 000065.025, 102
Trd, 000065.138, 101
Trd, 000065.800, 100
Trd, 000066.350, 101
Trd, 000068.788, 106.0
Trd, 000069.088, 105
Trd, 000071.225, 114.0
Trd, 000075.938, 106
Trd, 000076.088, 106
Trd, 000076.438, 105.0
Trd, 000078.800, 104.0
Trd, 000081.450, 103
Trd, 000082.850, 103.0
Trd, 000083.100, 104
Trd, 000086.725, 101.0
Trd, 000087.613, 103
Trd, 000088.125, 103
Trd, 000088.500, 103
Trd, 000089.363, 106.0
Trd, 000090.175, 98.0
Trd, 000090.688, 96.0
Trd, 000093.088, 106
Trd, 000093.738, 105
Trd, 000097.900, 104.0
Trd, 000098.413, 105.0
Trd, 000099.875, 103.0
Trd, 000101.688, 102
Trd, 000101.750, 101.0
Trd, 000102.738, 98
Trd, 000103.038, 97
Trd, 000103.463, 98
Trd, 000106.038, 99
Trd, 000108.300, 101
Trd, 000109.788, 100
Trd, 000112.863, 104
Trd, 000114.988, 106
Trd, 000115.900, 105
Trd, 000118.675, 104
Trd, 000119.225, 98.0
Trd, 000120.625, 106.0
Trd, 000121.050, 111.0
Trd, 000122.813, 106
Trd, 000127.863, 104
Trd, 000129.088, 104.0
Trd, 000132.675, 104
Trd, 000132.788, 105
Trd, 000134.663, 104
Trd, 000135.300, 103
Trd, 000135.525, 103
Trd, 000136.000, 102
Trd, 000137.250, 102
Trd, 000137.613, 101.0
Trd, 000138.000, 101
Trd, 000140.188, 98.0
Trd, 000142.138, 98
Trd, 000146.275, 97
Trd, 000146.763, 96.0
Trd, 000148.188, 97
Trd, 000148.200, 98
Trd, 000148.375, 99
Trd, 000151.875, 106.0
Trd, 000153.137, 100
Trd, 000153.200, 100
Trd, 000154.562, 101
Trd, 000155.575, 101
Trd, 000156.262, 100
Trd, 000158.987, 102
Trd, 000159.500, 101
Trd, 000160.650, 106.0
Trd, 000161.912, 111.0
Trd, 000164.737, 107
Trd, 000167.375, 106
Trd, 000167.412, 105
Trd, 000168.012, 107
Trd, 000173.687, 108
Trd, 000175.987, 103.0
Trd, 000177.112, 108
Trd, 000178.800, 106
Trd, 000181.762, 108
Trd, 000182.087, 107
Trd, 000182.275, 106
Trd, 000182.712, 107
Trd, 000183.612, 101.0
Trd, 000183.975, 112.0
Trd, 000189.650, 106.0
Trd, 000192.787, 109.0
Trd, 000194.412, 114.0
Trd, 000197.312, 107
Trd, 000198.175, 106
Trd, 000198.812, 116.0
Trd, 000203.875, 114
Trd, 000204.787, 119.0
Trd, 000205.062, 114.0
Trd, 000207.537, 113
Trd, 000208.125, 107
Trd, 000209.825, 107.0
Trd, 000210.737, 110
Trd, 000211.175, 110
Trd, 000211.200, 106.0
Trd, 000213.575, 108
Trd, 000213.612, 106
Trd, 000215.625, 105
Trd, 000217.537, 104
Trd, 000218.000, 105
Trd, 000219.012, 104
Trd, 000220.287, 114.0
Trd, 000226.925, 103.0
Trd, 000227.337, 103
Trd, 000228.862, 106
Trd, 000231.062, 103.0
Trd, 000232.287, 102
Trd, 000233.000, 101.0
Trd, 000233.587, 102
Trd, 000234.262, 102
Trd, 000237.525, 104
Trd, 000237.612, 105
Trd, 000239.375, 105
Trd, 000239.475, 103
Trd, 000240.037, 103.0
Trd, 000242.625, 106.0
Trd, 000244.087, 106
Trd, 000244.862, 106
Trd, 000245.462, 106
Trd, 000246.425, 107
Trd, 000249.237, 110.0
Trd, 000251.450, 111.0
Trd, 000254.612, 107
Trd, 000257.275, 106.0
Trd, 000258.137, 107
Trd, 000259.050, 109
Trd, 000260.537, 109
Trd, 000260.862, 109
Trd, 000262.537, 108
Trd, 000265.712, 107
Trd, 000266.287, 108
Trd, 000267.637, 103.0
Trd, 000267.787, 101.0
Trd, 000268.025, 106
Trd, 000270.312, 101
Trd, 000270.787, 98.0
Trd, 000275.900, 96.0
Trd, 000278.200, 95
Trd, 000279.650, 95
Trd, 000284.787, 90
Trd, 000284.962, 92
Trd, 000285.312, 93.0
Trd, 000288.300, 92
Trd, 000289.137, 90
Trd, 000290.200, 96
Trd, 000290.387, 98.0
Trd, 000290.562, 102
Trd, 000290.700, 90.0
Trd, 000291.200, 106.0
Trd, 000291.450, 111.0
Trd, 000292.562, 112.0
Trd, 000297.400, 109
Trd, 000298.075, 110
Trd, 000299.137, 109
Trd, 000300.462, 110
Trd, 000301.075, 108
Trd, 000301.262, 108
Trd, 000301.550, 107
Trd, 000302.037, 110
Trd, 000304.887, 110.0
Trd, 000306.287, 111.0
Trd, 000306.575, 114.0
Trd, 000307.287, 97.0
Trd, 000307.937, 116.0
Trd, 000308.675, 96.0
Trd, 000310.187, 103
Trd, 000313.012, 88.0
Trd, 000317.225, 87
Trd, 000317.662, 87
Trd, 000319.475, 86
Trd, 000319.587, 85.0
Trd, 000321.362, 85
Trd, 000322.537, 86
Trd, 000322.637, 86
Trd, 000324.275, 91.0
Trd, 000326.562, 89
Trd, 000327.050, 97
Trd, 000327.900, 106.0
Trd, 000328.937, 105
Trd, 000331.300, 106
Trd, 000331.737, 106
Trd, 000333.625, 111.0
Trd, 000335.500, 110
Trd, 000336.625, 109
Trd, 000337.475, 108
Trd, 000341.637, 110
Trd, 000341.687, 111.0
Trd, 000342.337, 106.0
Trd, 000344.687, 103.0
Trd, 000346.075, 101.0
Trd, 000346.887, 98.0
Trd, 000347.337, 97
Trd, 000347.412, 93.0
Trd, 000347.875, 100
Trd, 000349.600, 94
Trd, 000350.087, 93
Trd, 000350.512, 114.0
Trd, 000355.225, 108
Trd, 000357.762, 104
Trd, 000358.225, 104
Trd, 000359.525, 106.0
Trd, 000360.537, 116.0
Trd, 000361.775, 108
Trd, 000362.300, 108
Trd, 000362.837, 107
Trd, 000365.175, 103
Trd, 000367.625, 103
Trd, 000367.912, 96.0
Trd, 000368.600, 104
Trd, 000369.925, 102
Trd, 000372.512, 100
Trd, 000373.737, 99
Trd, 000374.937, 98
Trd, 000376.850, 99
Trd, 000377.437, 97.0
Trd, 000381.350, 99.0
Trd, 000381.537, 99
Trd, 000382.375, 99.0
Trd, 000383.000, 98.0
Trd, 000384.025, 111.0
Trd, 000386.100, 107
Trd, 000387.650, 103.0
Trd, 000389.350, 104
Trd, 000393.437, 105
Trd, 000393.912, 105
Trd, 000395.112, 104
Trd, 000395.387, 101.0
Trd, 000396.450, 105
Trd, 000397.575, 106
Trd, 000400.412, 114.0
Trd, 000400.612, 113
Trd, 000400.837, 104
Trd, 000404.400, 106
Trd, 000405.100, 103.0
Trd, 000406.162, 102
Trd, 000406.712, 99
Trd, 000407.325, 99
Trd, 000408.200, 98
Trd, 000409.500, 96
Trd, 000409.875, 111.0
Trd, 000410.587, 96.0
Trd, 000418.000, 112
Trd, 000418.950, 110
Trd, 000421.625, 110
Trd, 000427.712, 107
Trd, 000428.275, 106.0
Trd, 000429.050, 109
Trd, 000431.475, 102
Trd, 000431.737, 98.0
Trd, 000432.750, 103
Trd, 000433.437, 102
Trd, 000434.637, 98.0
Trd, 000439.125, 103
Trd, 000440.850, 106
Trd, 000440.912, 105.0
Trd, 000441.250, 108
Trd, 000442.475, 104.0
Trd, 000442.637, 111.0
Trd, 000444.875, 107
Trd, 000445.562, 107
Trd, 000447.550, 107
Trd, 000449.962, 107
Trd, 000450.275, 108
Trd, 000452.000, 105
Trd, 000453.325, 103.0
Trd, 000454.625, 104
Trd, 000454.750, 102.0
Trd, 000455.612, 104
Trd, 000456.862, 102
Trd, 000459.700, 100.0
Trd, 000461.500, 96.0
Trd, 000467.125, 101
Trd, 000469.700, 102
Trd, 000470.187, 102
Trd, 000472.200, 102
Trd, 000472.612, 100
Trd, 000473.475, 99
Trd, 000474.062, 97
Trd, 000474.287, 97
Trd, 000475.112, 96
Trd, 000475.150, 96
Trd, 000476.862, 98.0
Trd, 000478.475, 101
Trd, 000482.025, 103.0
Trd, 000483.137, 105
Trd, 000483.150, 106.0
Trd, 000483.575, 106.0
Trd, 000485.250, 105
Trd, 000485.487, 104.0
Trd, 000486.875, 103.0
Trd, 000488.412, 104
Trd, 000488.750, 103
Trd, 000492.712, 103.0
Trd, 000496.450, 104
Trd, 000496.512, 103
Trd, 000496.837, 103
Trd, 000500.100, 102
Trd, 000500.150, 103
Trd, 000500.962, 103
Trd, 000503.125, 101.0
Trd, 000504.287, 102
Trd, 000505.237, 101
Trd, 000505.737, 98.0
Trd, 000506.750, 106.0
Trd, 000508.100, 108.0
Trd, 000511.625, 105
Trd, 000512.075, 104
Trd, 000512.162, 102.0
Trd, 000514.700, 111.0
Trd, 000515.137, 114.0
Trd, 000516.937, 96.0
Trd, 000520.962, 106
Trd, 000523.300, 99.0
Trd, 000524.412, 98.0
Trd, 000525.125, 102
Trd, 000526.587, 103
Trd, 000527.275, 103
Trd, 000528.312, 102
Trd, 000530.800, 103
Trd, 000533.625, 102
Trd, 000534.112, 101
Trd, 000537.825, 101
Trd, 000538.137, 101
Trd, 000538.362, 100
Trd, 000538.712, 100
Trd, 000539.625, 100
Trd, 000541.525, 99
Trd, 000542.987, 106
Trd, 000545.025, 104
Trd, 000546.712, 111.0
Trd, 000548.887, 112.0
Trd, 000551.375, 113
Trd, 000551.737, 112
Trd, 000552.750, 112
Trd, 000553.412, 111
Trd, 000553.875, 109
Trd, 000554.750, 103.0
Trd, 000556.000, 102
Trd, 000559.612, 104
Trd, 000560.312, 98.0
Trd, 000560.712, 105
Trd, 000562.375, 101
Trd, 000563.662, 102
Trd, 000564.975, 102
Trd, 000566.900, 101.0
Trd, 000567.300, 107
Trd, 000567.537, 114.0
Trd, 000568.187, 103
Trd, 000572.575, 109
Trd, 000575.162, 106.0
Trd, 000578.437, 106
Trd, 000579.625, 105
Trd, 000579.675, 105
Trd, 000582.112, 101
Trd, 000582.662, 104
Trd, 000583.112, 101
Trd, 000583.612, 98.0
Trd, 000584.500, 103
Trd, 000585.650, 102
Trd, 000589.212, 101.0
Trd, 000589.787, 103
Trd, 000591.187, 103
Trd, 000591.662, 104.0
Trd, 000594.300, 106.0
Trd, 000594.987, 106.0
Trd, 000596.037, 108
Trd, 000596.362, 114.0
Trd, 000598.312, 105
